...1,project_reference,academic_year,mobility_start_month,mobility_end_month,mobility_duration,activity_mob,participant_nationality,participant_gender,participant_profile,special_needs,fewer_opportunities,group_leader,participant_age,sending_country_code,sending_city,sending_organization,receiving_country_code,receiving_city,receiving_organization
2120,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,No,No,18,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2121,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,No,No,19,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2122,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,No,No,20,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2123,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,No,No,21,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2124,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,No,No,31,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2125,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,No,No,34,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2126,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,No,No,35,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2127,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,No,No,38,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2128,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,No,No,64,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2129,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,No,No,65,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2130,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,15,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2131,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,15,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2132,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,16,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2133,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,16,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2134,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,17,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2135,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,17,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2136,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,17,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2137,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,17,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2138,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,18,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2139,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,18,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2140,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,18,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2141,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,19,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2142,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,19,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2143,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,20,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2144,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,20,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2145,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,21,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2146,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,23,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2147,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,DE,Male,Learner,No,Yes,No,34,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2148,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,EC,Male,Learner,No,No,No,29,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2149,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,EE,Female,Learner,No,No,No,19,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2150,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,ER,Male,Learner,No,Yes,No,18,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2151,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,ER,Male,Learner,No,Yes,No,19,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2152,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,MD,Female,Learner,No,No,No,24,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2153,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,RU,Female,Learner,No,No,No,27,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2154,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,RU,Male,Learner,No,Yes,No,18,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2155,2014-1-DE04-KA347-001013,2014-2015,2014-11,2014-11,1,National youth meetings,UA,Male,Learner,No,No,No,26,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2156,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,AF,Male,Learner,No,Yes,No,18,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2157,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,AF,Male,Learner,No,Yes,No,19,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2158,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,No,No,16,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2159,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,No,No,17,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2160,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,No,No,19,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2161,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,No,No,19,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2162,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,No,No,20,DE,Bochum,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2163,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,No,No,20,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2164,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,No,No,29,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2165,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,No,No,33,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2166,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,No,No,34,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2167,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,Yes,No,16,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2168,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,Yes,No,16,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2169,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,Yes,No,17,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2170,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,Yes,No,17,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2171,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,Yes,No,19,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2172,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,Yes,No,19,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2173,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,Yes,No,21,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2174,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,Yes,No,26,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2175,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Female,Learner,No,Yes,No,64,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2176,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,No,No,17,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2177,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,No,No,21,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2178,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,No,No,31,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2179,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,No,No,34,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2180,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,No,No,35,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2181,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,No,No,65,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2182,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,Yes,No,15,DE,Bochum,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Bochum,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2183,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,Yes,No,15,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2184,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,Yes,No,16,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2185,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,Yes,No,17,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2186,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,Yes,No,17,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2187,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,Yes,No,18,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2188,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,Yes,No,18,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2189,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,Yes,No,19,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2190,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,Yes,No,20,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Iserlohn,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2191,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,Yes,No,21,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
2192,2014-1-DE04-KA347-001013,2014-2015,2014-12,2014-12,1,National youth meetings,DE,Male,Learner,No,Yes,No,21,DE,Hagen,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.,DE,Marl,eSw Evangelische Schülerinnen - und Schülerarbeit in Westfalen (BK) e.V.
